method,domain,trial,success,Ds_final,Ds_peak_rate,failure_mode
ClassicalFractal,Medical,0,0,1.533783301673475,1.1713045248717457,F1
ClassicalFractal,Medical,1,0,1.5381262731949663,0.9569662091403872,F1
ClassicalFractal,Medical,2,0,1.3320769756427917,0.6344095332493034,F1
ClassicalFractal,Medical,3,0,1.4333485007606332,0.9327012193970624,F1
ClassicalFractal,Medical,4,1,1.4653509700153569,0.8382050850066909,
ClassicalFractal,Medical,5,1,1.54935831945857,0.927431638337397,
ClassicalFractal,Medical,6,0,1.6448235570306566,1.4686320491592175,F1
ClassicalFractal,Medical,7,0,1.5101812934105416,0.8530540637087448,F3
ClassicalFractal,Medical,8,0,1.5268439354295258,0.3679732123990589,F2
ClassicalFractal,Medical,9,0,1.4256985282851327,1.1396826390533565,F2
ClassicalFractal,Medical,10,0,1.4026674106701802,1.5059374702381756,F2
ClassicalFractal,Medical,11,1,1.497639871259293,0.8387439122597026,
ClassicalFractal,Medical,12,1,1.7295899108460584,0.8544445043510076,
ClassicalFractal,Medical,13,1,1.5110252727954536,1.091062439554335,
ClassicalFractal,Medical,14,1,1.5145499169781302,0.9736809334358315,
ClassicalFractal,Medical,15,1,1.4461661772872527,1.2771189032413346,
ClassicalFractal,Medical,16,0,1.5490578345359662,1.3708737485213895,F3
ClassicalFractal,Medical,17,1,1.5149854929844062,1.260646782761269,
ClassicalFractal,Medical,18,0,1.482304329095699,0.9969597973889552,F2
ClassicalFractal,Medical,19,1,1.402552784430001,1.147209647752991,
ClassicalFractal,Medical,20,1,1.4827491283952576,1.4758313566848253,
ClassicalFractal,Medical,21,1,1.5073880521340115,1.0114395487172678,
ClassicalFractal,Medical,22,1,1.3127542343022065,1.473354236913021,
ClassicalFractal,Medical,23,1,1.4173802043102717,0.5623427884358336,
ClassicalFractal,Medical,24,1,1.4857515908890548,1.2577797315276797,
ClassicalFractal,Medical,25,1,1.6327383372374193,1.0067669427690795,
ClassicalFractal,Medical,26,0,1.4162594655846696,1.0337580341947,F3
ClassicalFractal,Medical,27,1,1.6503801455297096,1.2290521444425087,
ClassicalFractal,Medical,28,1,1.6865990148947632,0.7290838672426891,
ClassicalFractal,Medical,29,1,1.4426000046139589,0.7907199793747114,
ClassicalFractal,Warehouse,0,0,1.3923956201349166,0.96608982741972,F2
ClassicalFractal,Warehouse,1,1,1.441190551791671,0.7732260728917112,
ClassicalFractal,Warehouse,2,0,1.4244398252216754,0.9646912635801118,F2
ClassicalFractal,Warehouse,3,0,1.3299268250452547,1.116930693312941,F1
ClassicalFractal,Warehouse,4,0,1.540443910203826,0.8506123356498024,F3
ClassicalFractal,Warehouse,5,0,1.6006945957112308,0.8340063595799565,F1
ClassicalFractal,Warehouse,6,0,1.3630935843721226,1.0215830949161853,F2
ClassicalFractal,Warehouse,7,1,1.4830315101681983,1.3722249085321119,
ClassicalFractal,Warehouse,8,0,1.6352654355400902,0.8682344484382698,F3
ClassicalFractal,Warehouse,9,0,1.451866494649566,1.0164950361764036,F1
ClassicalFractal,Warehouse,10,0,1.7163113127214524,1.121990161055621,F2
ClassicalFractal,Warehouse,11,1,1.5008880034874201,0.957350635289913,
ClassicalFractal,Warehouse,12,1,1.547698410221404,1.2732187177849554,
ClassicalFractal,Warehouse,13,0,1.4106909313801994,0.7061704928648707,F3
ClassicalFractal,Warehouse,14,0,1.533572397266522,1.0595241711861205,F2
ClassicalFractal,Warehouse,15,0,1.5523682752897363,1.1117902695488735,F1
ClassicalFractal,Warehouse,16,1,1.463874987256936,1.260965002205879,
ClassicalFractal,Warehouse,17,1,1.3336365818942912,1.2422413423269199,
ClassicalFractal,Warehouse,18,0,1.554116081330697,0.5098729065053477,F3
ClassicalFractal,Warehouse,19,1,1.5212567512241884,1.1514528456751472,
ClassicalFractal,Warehouse,20,0,1.2909387426062058,0.8789435101080686,F2
ClassicalFractal,Warehouse,21,0,1.5176064836812504,0.6020004599879141,F2
ClassicalFractal,Warehouse,22,1,1.3673245234658509,1.081186249827196,
ClassicalFractal,Warehouse,23,1,1.5081529588672107,1.1187570989590179,
ClassicalFractal,Warehouse,24,1,1.5193681992465995,1.4022721899083481,
ClassicalFractal,Warehouse,25,1,1.559249932437882,1.109295809334316,
ClassicalFractal,Warehouse,26,1,1.4652573808106903,1.1034044658123963,
ClassicalFractal,Warehouse,27,1,1.396761329620123,1.171079240562617,
ClassicalFractal,Warehouse,28,0,1.5527731666840443,1.3593800648015792,F3
ClassicalFractal,Warehouse,29,1,1.426117605546479,0.915862086894625,
ClassicalFractal,Prosthetic,0,1,1.4066399881566523,1.1624177566226073,
ClassicalFractal,Prosthetic,1,0,1.3903927308372208,0.7184787651945148,F3
ClassicalFractal,Prosthetic,2,0,1.5014418245669676,1.015977705666654,F2
ClassicalFractal,Prosthetic,3,1,1.2936248351593997,1.0991729204077343,
ClassicalFractal,Prosthetic,4,1,1.5666047030828907,0.9750690113145283,
ClassicalFractal,Prosthetic,5,0,1.514524951903322,1.381406221388255,F2
ClassicalFractal,Prosthetic,6,0,1.680517834888267,1.1673710253762444,F1
ClassicalFractal,Prosthetic,7,1,1.6153595159898382,0.6023733779156104,
ClassicalFractal,Prosthetic,8,0,1.6465169448287225,0.9478107644940823,F2
ClassicalFractal,Prosthetic,9,0,1.3865473267476995,0.6026917423306859,F1
ClassicalFractal,Prosthetic,10,0,1.4675813051411504,0.9268236429998313,F2
ClassicalFractal,Prosthetic,11,1,1.441669844048083,0.6480623563322939,
ClassicalFractal,Prosthetic,12,0,1.5085834612650124,1.0279285254126829,F2
ClassicalFractal,Prosthetic,13,1,1.4918717566485353,1.051121384950018,
ClassicalFractal,Prosthetic,14,1,1.492137802053736,0.994003545850062,
ClassicalFractal,Prosthetic,15,0,1.5328665719608068,0.9894244768435995,F2
ClassicalFractal,Prosthetic,16,0,1.5629656849098816,1.192080140849934,F3
ClassicalFractal,Prosthetic,17,0,1.6531921092030413,0.6911338395303425,F3
ClassicalFractal,Prosthetic,18,0,1.4671561189723157,0.9488202608341594,F1
ClassicalFractal,Prosthetic,19,1,1.642636649099905,1.0538212018782476,
ClassicalFractal,Prosthetic,20,1,1.3140898650046435,1.2467541042386916,
ClassicalFractal,Prosthetic,21,0,1.5277660336645773,0.6835500111253089,F2
ClassicalFractal,Prosthetic,22,1,1.5250921213642692,1.0801817944271075,
ClassicalFractal,Prosthetic,23,1,1.4125135409881409,0.9635790990780132,
ClassicalFractal,Prosthetic,24,1,1.7325042454681432,0.9387547551306872,
ClassicalFractal,Prosthetic,25,1,1.6087419364133715,0.8902313261675203,
ClassicalFractal,Prosthetic,26,0,1.4202689251188478,0.7543948248952956,F1
ClassicalFractal,Prosthetic,27,1,1.6161445612781014,1.147530686499683,
ClassicalFractal,Prosthetic,28,0,1.5328207350835241,0.92191992165661,F3
ClassicalFractal,Prosthetic,29,1,1.6107059576872607,1.3046634280600176,
ForceThreshold,Fruit,0,0,1.6113548194913445,1.05843704816834,F1
ForceThreshold,Fruit,1,1,1.61148213849321,0.6874711426548538,
ForceThreshold,Fruit,2,1,1.618168274750414,1.02810359497647,
ForceThreshold,Fruit,3,1,1.5054871866630175,1.087887592794827,
ForceThreshold,Fruit,4,1,1.389908259440716,0.3457961236898671,
ForceThreshold,Fruit,5,1,1.4209526497964848,0.9711876787630204,
ForceThreshold,Fruit,6,1,1.4925952911664284,1.0702301287052571,
ForceThreshold,Fruit,7,1,1.5789737515195486,1.184408372470587,
ForceThreshold,Fruit,8,1,1.393063529284413,0.8485716332127031,
ForceThreshold,Fruit,9,1,1.3774811951026629,0.6706194043489506,
ForceThreshold,Fruit,10,1,1.419962495815694,1.1360232434745456,
ForceThreshold,Fruit,11,1,1.393953607090246,0.9239835555372475,
ForceThreshold,Fruit,12,1,1.3795625973062728,1.0086888746650577,
ForceThreshold,Fruit,13,0,1.4380922226446349,1.2945417297648403,F1
ForceThreshold,Fruit,14,1,1.3059491366079223,0.5898401412878551,
ForceThreshold,Fruit,15,1,1.5381647234878224,0.6689241943985087,
ForceThreshold,Fruit,16,0,1.493045740140177,1.0450072400607537,F2
ForceThreshold,Fruit,17,1,1.4459585911679111,0.8011833125873802,
ForceThreshold,Fruit,18,0,1.552671735459032,1.8079233558965515,F3
ForceThreshold,Fruit,19,0,1.5746600071750645,1.4697510963929223,F3
ForceThreshold,Fruit,20,0,1.4309930887802607,1.1499956402132987,F3
ForceThreshold,Fruit,21,1,1.4469534369024613,1.083697380006978,
ForceThreshold,Fruit,22,1,1.4959418226460526,0.8787552751437325,
ForceThreshold,Fruit,23,1,1.4783185486919104,1.1001540956292388,
ForceThreshold,Fruit,24,0,1.4405864677591178,0.6840006905482017,F2
ForceThreshold,Fruit,25,1,1.4006208800229523,0.829549177563646,
ForceThreshold,Fruit,26,0,1.4097497302049928,1.041279718638858,F2
ForceThreshold,Fruit,27,1,1.564779493094222,1.015388428525558,
ForceThreshold,Fruit,28,0,1.5525041180253327,1.0618952195188285,F1
ForceThreshold,Fruit,29,0,1.5754487828350863,1.2647393126515778,F3
ForceThreshold,Medical,0,1,1.436972275635836,1.257013998738743,
ForceThreshold,Medical,1,1,1.504449132995854,0.7994619697241017,
ForceThreshold,Medical,2,0,1.4174837692285058,0.8096444418206532,F2
ForceThreshold,Medical,3,1,1.610253660840188,0.9223448079182666,
ForceThreshold,Medical,4,1,1.4800986501719282,1.1490838048247471,
ForceThreshold,Medical,5,1,1.5333307670495429,0.5375515236515499,
ForceThreshold,Medical,6,1,1.4258153497145136,0.8655747737569232,
ForceThreshold,Medical,7,1,1.4651047251202074,1.3640507780775635,
ForceThreshold,Medical,8,1,1.3744797810251637,1.4349430363130105,
ForceThreshold,Medical,9,0,1.6504607186240046,1.1896039344681069,F1
ForceThreshold,Medical,10,1,1.5057958233599524,1.0630304615817108,
ForceThreshold,Medical,11,1,1.393773410492431,1.050013731425105,
ForceThreshold,Medical,12,1,1.5435169932255846,1.3364012708472988,
ForceThreshold,Medical,13,0,1.72386790442415,1.3322286405573553,F2
ForceThreshold,Medical,14,1,1.426882278345559,1.0401377747085194,
ForceThreshold,Medical,15,1,1.419030239554381,1.09828907853506,
ForceThreshold,Medical,16,1,1.4528039132896118,1.0975581673026402,
ForceThreshold,Medical,17,0,1.6574226208260943,0.49417894230469184,F2
ForceThreshold,Medical,18,1,1.489170451385478,0.9879719070904164,
ForceThreshold,Medical,19,0,1.4064183927805611,1.0986991335169072,F3
ForceThreshold,Medical,20,0,1.480027966846221,1.0781856833576882,F3
ForceThreshold,Medical,21,1,1.431917240501185,1.0666971308394269,
ForceThreshold,Medical,22,0,1.4974683619259848,0.90432338560768,F1
ForceThreshold,Medical,23,1,1.449462415773877,1.147904743048533,
ForceThreshold,Medical,24,1,1.5387454781112793,0.8734753383486443,
ForceThreshold,Medical,25,1,1.485242656465497,0.971415430266218,
ForceThreshold,Medical,26,1,1.5694433681573994,0.7594661472650148,
ForceThreshold,Medical,27,1,1.599997151665994,0.7543662336021656,
ForceThreshold,Medical,28,1,1.495591557292408,1.259447561186673,
ForceThreshold,Medical,29,1,1.5091802794597566,1.0413217106021662,
ForceThreshold,Warehouse,0,0,1.4894597290874676,1.4303545185844193,F1
ForceThreshold,Warehouse,1,1,1.58658400509259,0.7418321928086401,
ForceThreshold,Warehouse,2,1,1.4031491469542519,0.9181028864637577,
ForceThreshold,Warehouse,3,0,1.521361869816023,1.117326081455249,F2
ForceThreshold,Warehouse,4,1,1.4210942546695353,0.5792236294578845,
ForceThreshold,Warehouse,5,0,1.6222090781000653,1.1239584277701613,F2
ForceThreshold,Warehouse,6,0,1.5648086906605936,1.1746358171704463,F1
ForceThreshold,Warehouse,7,0,1.6308167862144145,0.39929708660456786,F1
ForceThreshold,Warehouse,8,0,1.577022053467861,1.287481739812402,F1
ForceThreshold,Warehouse,9,1,1.3746958811077032,1.2887027901141743,
ForceThreshold,Warehouse,10,1,1.4846156962904271,0.5226406112503708,
ForceThreshold,Warehouse,11,0,1.2822934659350098,0.804042824344664,F1
ForceThreshold,Warehouse,12,1,1.4643289312754117,1.2209309929142211,
ForceThreshold,Warehouse,13,1,1.4080916636143286,1.189602037792914,
ForceThreshold,Warehouse,14,0,1.7520295336504672,1.1457725851067213,F1
ForceThreshold,Warehouse,15,0,1.3765543378580087,0.9826005362642393,F1
ForceThreshold,Warehouse,16,1,1.6481781167279155,0.7162905634681882,
ForceThreshold,Warehouse,17,1,1.4160518237995467,1.2494803607176348,
ForceThreshold,Warehouse,18,1,1.5226453062271734,1.062378846571557,
ForceThreshold,Warehouse,19,1,1.256058979481297,0.6514392481670153,
ForceThreshold,Warehouse,20,1,1.6891317392527103,0.8615684684666872,
ForceThreshold,Warehouse,21,0,1.4878147423597983,1.2059887508094276,F3
ForceThreshold,Warehouse,22,0,1.368146441992584,0.6899120150530833,F2
ForceThreshold,Warehouse,23,0,1.5374726726251997,1.1229912178356458,F1
ForceThreshold,Warehouse,24,1,1.409073772901901,1.5104888776703538,
ForceThreshold,Warehouse,25,0,1.4386324318978256,1.1200946335220603,F2
ForceThreshold,Warehouse,26,1,1.5417691768979243,0.6658310383953401,
ForceThreshold,Warehouse,27,0,1.449938422691375,1.317318705882669,F3
ForceThreshold,Warehouse,28,1,1.3627424275667115,1.5233084294809607,
ForceThreshold,Warehouse,29,1,1.3178045045381053,0.9287529770404821,
ForceThreshold,Prosthetic,0,1,1.568504798691405,1.0132093365059485,
ForceThreshold,Prosthetic,1,1,1.6389302682870561,1.0387961204894847,
ForceThreshold,Prosthetic,2,1,1.5977837538685151,1.656521693931318,
ForceThreshold,Prosthetic,3,0,1.479126506573681,0.8079813529925239,F3
ForceThreshold,Prosthetic,4,0,1.6211685023362559,1.2970145851937727,F2
ForceThreshold,Prosthetic,5,0,1.4865829105887438,1.6449284957213606,F2
ForceThreshold,Prosthetic,6,1,1.6007133827468036,0.9792839161080216,
ForceThreshold,Prosthetic,7,1,1.4424095024539816,1.2057116547227709,
ForceThreshold,Prosthetic,8,1,1.359349055991079,0.9297438590144684,
ForceThreshold,Prosthetic,9,1,1.5525881447946595,0.6879647473469377,
ForceThreshold,Prosthetic,10,1,1.5459349632238826,0.9490650161886801,
ForceThreshold,Prosthetic,11,0,1.7290734195071504,1.0018988044256008,F1
ForceThreshold,Prosthetic,12,0,1.3384249895420444,1.3319634187462372,F1
ForceThreshold,Prosthetic,13,0,1.5884201286957267,1.2143832419686333,F1
ForceThreshold,Prosthetic,14,1,1.6378692631122946,0.9040037452966739,
ForceThreshold,Prosthetic,15,1,1.5566055373460894,0.3388567481353256,
ForceThreshold,Prosthetic,16,1,1.5490540384118443,0.8751117060256424,
ForceThreshold,Prosthetic,17,0,1.4519410248325215,1.0053801787597398,F1
ForceThreshold,Prosthetic,18,1,1.4742397046715567,1.1119264619302884,
ForceThreshold,Prosthetic,19,0,1.4372507119306324,1.1362725590362759,F3
ForceThreshold,Prosthetic,20,0,1.5578170436652166,0.3993548249293303,F2
ForceThreshold,Prosthetic,21,0,1.3722715999404191,1.4432739869957696,F1
ForceThreshold,Prosthetic,22,0,1.3945953562332334,0.989827956520626,F2
ForceThreshold,Prosthetic,23,1,1.4524879325901585,0.8417151445437259,
ForceThreshold,Prosthetic,24,1,1.5052096899903358,1.0199376815072885,
ForceThreshold,Prosthetic,25,1,1.442570607195682,1.026740893985099,
ForceThreshold,Prosthetic,26,0,1.3224167247458736,1.3350620270521876,F2
ForceThreshold,Prosthetic,27,1,1.4952286313271317,1.0848527147158058,
ForceThreshold,Prosthetic,28,1,1.5119635134014384,0.9589330140262149,
ForceThreshold,Prosthetic,29,1,1.5088074186144704,0.756286327859399,
GraspNet,Fruit,0,1,1.5302938791354102,0.9973068548707792,
GraspNet,Fruit,1,1,1.456116250084977,1.2033940005356367,
GraspNet,Fruit,2,0,1.487652439093163,1.4101002643415914,F3
GraspNet,Fruit,3,1,1.5341858587825676,0.9963455492824046,
GraspNet,Fruit,4,1,1.3782749258016795,0.9126186713994546,
GraspNet,Fruit,5,1,1.5794128095841433,1.2206333043502604,
GraspNet,Fruit,6,1,1.511177521397036,0.9000649194266701,
GraspNet,Fruit,7,1,1.6554373399747657,0.9982842324131396,
GraspNet,Fruit,8,1,1.5479587709169875,0.4225757517205154,
GraspNet,Fruit,9,0,1.495688021702645,1.1394415327158314,F2
GraspNet,Fruit,10,1,1.5793075815314914,1.135349723788749,
GraspNet,Fruit,11,1,1.5100015724070108,0.8967250997632269,
GraspNet,Fruit,12,1,1.5870809811139652,0.7852792713967847,
GraspNet,Fruit,13,0,1.4770279912886026,0.37553361217644354,F1
GraspNet,Fruit,14,1,1.5133506511258144,1.0795404216308915,
GraspNet,Fruit,15,1,1.5974982125888912,0.9411308681550272,
GraspNet,Fruit,16,1,1.5577019367582614,0.883776255657794,
GraspNet,Fruit,17,1,1.5644947785123766,1.0151455206749345,
GraspNet,Fruit,18,1,1.4474988208062647,0.4878184244358348,
GraspNet,Fruit,19,1,1.567464953811443,1.110099488654945,
GraspNet,Fruit,20,1,1.4342352494416546,0.6203899206554051,
GraspNet,Fruit,21,0,1.4501220590504504,1.4934661451089752,F2
GraspNet,Fruit,22,1,1.720918309094153,1.0003094800960552,
GraspNet,Fruit,23,1,1.545255478685819,0.9423012346162101,
GraspNet,Fruit,24,1,1.4608801398278979,0.9548014276959085,
GraspNet,Fruit,25,1,1.512022827262141,1.2893878030851558,
GraspNet,Fruit,26,0,1.4901408763573551,1.0864398805146445,F1
GraspNet,Fruit,27,1,1.4945447618248908,1.202208558077309,
GraspNet,Fruit,28,1,1.468129021051501,0.7722180467958237,
GraspNet,Fruit,29,1,1.4871872923092566,0.8926007466946622,
GraspNet,Medical,0,1,1.606551797150922,1.2083231335653075,
GraspNet,Medical,1,1,1.3937332006105365,0.8900113420880393,
GraspNet,Medical,2,1,1.59303640337014,1.2664738830679116,
GraspNet,Medical,3,1,1.4231011242948823,1.352235555066371,
GraspNet,Medical,4,1,1.415049895202601,1.148991237303047,
GraspNet,Medical,5,1,1.312071821985922,1.0636634195803796,
GraspNet,Medical,6,1,1.229280742549626,1.1627646766352826,
GraspNet,Medical,7,1,1.5858661720448606,0.7322885477055037,
GraspNet,Medical,8,1,1.4901329671118266,0.5721805036627796,
GraspNet,Medical,9,1,1.5140451546274498,1.3235331712716691,
GraspNet,Medical,10,0,1.424923409649237,1.563268803828636,F1
GraspNet,Medical,11,1,1.6516043162919705,0.7959065445240359,
GraspNet,Medical,12,1,1.548136702289089,0.7598638418826285,
GraspNet,Medical,13,1,1.5599708301782036,1.0561923936124007,
GraspNet,Medical,14,1,1.455878660076039,1.1486401381753728,
GraspNet,Medical,15,1,1.506349985687782,0.8641267684905125,
GraspNet,Medical,16,1,1.509791784730092,0.8234799018938964,
GraspNet,Medical,17,1,1.4125392022119536,0.779487038972799,
GraspNet,Medical,18,1,1.4288829776972516,0.8149033048036742,
GraspNet,Medical,19,1,1.467291774400122,1.5657578171176794,
GraspNet,Medical,20,1,1.5924626978720628,0.9291701244311535,
GraspNet,Medical,21,0,1.4329917497129692,0.9563301405271488,F1
GraspNet,Medical,22,1,1.426890885623714,0.3734473886562921,
GraspNet,Medical,23,1,1.515989729195622,1.0639012062933573,
GraspNet,Medical,24,1,1.607828290245402,1.0502703738593855,
GraspNet,Medical,25,1,1.1859768295470818,0.7447562070055846,
GraspNet,Medical,26,1,1.4867731904932984,1.159371006033525,
GraspNet,Medical,27,1,1.3619761935948866,1.1460533061093725,
GraspNet,Medical,28,0,1.4842830876294588,1.0889940681051875,F1
GraspNet,Medical,29,0,1.49870510486637,0.7265674972126828,F1
GraspNet,Warehouse,0,0,1.4615299440704077,0.9486636898959003,F1
GraspNet,Warehouse,1,1,1.6594911217525883,0.883982447831963,
GraspNet,Warehouse,2,1,1.4521115013794947,1.3484481079285768,
GraspNet,Warehouse,3,1,1.5138666901867925,1.1972053911458338,
GraspNet,Warehouse,4,1,1.4917329116050655,1.0548370317678737,
GraspNet,Warehouse,5,1,1.4947980786466903,1.0685109744540233,
GraspNet,Warehouse,6,0,1.5359920633844917,0.9020506432768212,F2
GraspNet,Warehouse,7,1,1.5925635375219651,0.8188893159586205,
GraspNet,Warehouse,8,1,1.4313082961075474,0.8808927038845171,
GraspNet,Warehouse,9,1,1.5266647507709559,0.7647587151535279,
GraspNet,Warehouse,10,0,1.5886815777820733,1.0307007213568273,F1
GraspNet,Warehouse,11,1,1.4147244504932168,0.9685557374846681,
GraspNet,Warehouse,12,1,1.579624552014586,0.7662004412558936,
GraspNet,Warehouse,13,1,1.6532931786242768,0.8715456036158719,
GraspNet,Warehouse,14,1,1.470076190390528,1.0082641932105905,
GraspNet,Warehouse,15,0,1.5036327524384927,0.7596155116856483,F2
GraspNet,Warehouse,16,1,1.488860464073366,0.7407720446245663,
GraspNet,Warehouse,17,0,1.3627413452442443,0.7668992402262722,F1
GraspNet,Warehouse,18,1,1.4402475323742552,1.0325439478024576,
GraspNet,Warehouse,19,1,1.44536415631778,0.5263220239945186,
GraspNet,Warehouse,20,1,1.4370183719026888,1.3349073088585515,
GraspNet,Warehouse,21,1,1.4344690897711774,1.0052049588123444,
GraspNet,Warehouse,22,1,1.4354083468478815,0.8094135655797944,
GraspNet,Warehouse,23,1,1.6100227203744666,1.3818717259238809,
GraspNet,Warehouse,24,1,1.53700450077493,0.786802503680128,
GraspNet,Warehouse,25,1,1.384823636103581,0.8859602442523851,
GraspNet,Warehouse,26,1,1.4899226691376755,1.1264113310361035,
GraspNet,Warehouse,27,1,1.533405026450218,1.356462400198129,
GraspNet,Warehouse,28,0,1.4658995238140644,0.99048538848482,F3
GraspNet,Warehouse,29,1,1.3359691532489726,0.8843516206174893,
GraspNet,Prosthetic,0,1,1.7181052647096409,0.5861823718530921,
GraspNet,Prosthetic,1,0,1.4866648950888044,0.7387628519351929,F3
GraspNet,Prosthetic,2,1,1.3725995251820953,1.4921459323992914,
GraspNet,Prosthetic,3,1,1.5260322280565584,0.9389242773781229,
GraspNet,Prosthetic,4,1,1.5250228021683916,0.6918659285965241,
GraspNet,Prosthetic,5,1,1.508563211454117,0.4918719614336865,
GraspNet,Prosthetic,6,0,1.6309261195619096,0.47775727333932294,F2
GraspNet,Prosthetic,7,1,1.4915026526283914,0.4650830234015134,
GraspNet,Prosthetic,8,1,1.3710743966918828,0.9221383884139372,
GraspNet,Prosthetic,9,1,1.47397315499034,1.3996657456494968,
GraspNet,Prosthetic,10,0,1.5760260810518025,1.6048266415523416,F3
GraspNet,Prosthetic,11,1,1.590394082810175,0.91787523130423,
GraspNet,Prosthetic,12,1,1.5573854514661933,0.8192117781801789,
GraspNet,Prosthetic,13,1,1.3362202764388347,1.2539941044053176,
GraspNet,Prosthetic,14,1,1.6486379732764187,0.6599084151291941,
GraspNet,Prosthetic,15,0,1.6000520798796585,1.0196403800442064,F1
GraspNet,Prosthetic,16,0,1.3214652295054687,0.9577722607854484,F3
GraspNet,Prosthetic,17,0,1.5140238937997035,1.604727329384275,F1
GraspNet,Prosthetic,18,1,1.4863061043262351,0.9458322947647212,
GraspNet,Prosthetic,19,1,1.7245658290761248,1.134029380149487,
GraspNet,Prosthetic,20,0,1.5209682457248939,0.6053947991202844,F3
GraspNet,Prosthetic,21,1,1.6088417852984183,0.9082464503412684,
GraspNet,Prosthetic,22,1,1.2968051686818973,1.6185648083858704,
GraspNet,Prosthetic,23,0,1.3721857742811414,1.404651185287954,F1
GraspNet,Prosthetic,24,1,1.3863917830679084,0.6442907995983791,
GraspNet,Prosthetic,25,0,1.5225346229958223,1.0911498981257748,F3
GraspNet,Prosthetic,26,1,1.5461408054518182,0.5684244531930349,
GraspNet,Prosthetic,27,1,1.6282539243230882,1.063136346022364,
GraspNet,Prosthetic,28,1,1.5422989987225637,0.6906604880155477,
GraspNet,Prosthetic,29,1,1.626175318921201,1.0083915716481298,
SoftFusionOnly,Fruit,0,1,1.4982615569373094,0.905460923184999,
SoftFusionOnly,Fruit,1,0,1.402334766980753,0.9639285708990434,F3
SoftFusionOnly,Fruit,2,1,1.4073448899804746,0.639878236851583,
SoftFusionOnly,Fruit,3,0,1.4814727350428991,1.143130109228068,F2
SoftFusionOnly,Fruit,4,1,1.4254007660757733,1.1527587274904048,
SoftFusionOnly,Fruit,5,1,1.3849315937298508,0.7359482016773912,
SoftFusionOnly,Fruit,6,1,1.4544989746643242,0.9640592026656825,
SoftFusionOnly,Fruit,7,1,1.3657584301361076,1.0615302851968285,
SoftFusionOnly,Fruit,8,0,1.4764602938664257,0.9881721609662649,F2
SoftFusionOnly,Fruit,9,1,1.4947857564128144,0.8527394850451765,
SoftFusionOnly,Fruit,10,1,1.4812927906793238,0.6848838077964033,
SoftFusionOnly,Fruit,11,1,1.391886615428928,1.3596084590544169,
SoftFusionOnly,Fruit,12,1,1.4619473869012396,1.0224509819170684,
SoftFusionOnly,Fruit,13,1,1.3688699341314565,1.107056260311331,
SoftFusionOnly,Fruit,14,1,1.4567643720255392,0.5910890499616241,
SoftFusionOnly,Fruit,15,1,1.36784812147109,1.2302089087360255,
SoftFusionOnly,Fruit,16,1,1.4039362669744908,1.155474424387055,
SoftFusionOnly,Fruit,17,0,1.4805798046426202,0.5959717628421304,F2
SoftFusionOnly,Fruit,18,1,1.4285963812163875,0.957073208952076,
SoftFusionOnly,Fruit,19,1,1.409193763902339,1.0942268173321468,
SoftFusionOnly,Fruit,20,1,1.3551207201983198,1.2902451382312308,
SoftFusionOnly,Fruit,21,1,1.4329342801437441,0.6569823830606815,
SoftFusionOnly,Fruit,22,1,1.3468994781086692,0.7310871069693314,
SoftFusionOnly,Fruit,23,0,1.4103111258795673,0.7384455755054514,F2
SoftFusionOnly,Fruit,24,1,1.4345926010355785,1.3913582773016504,
SoftFusionOnly,Fruit,25,1,1.365220096024501,0.6992706005199694,
SoftFusionOnly,Fruit,26,1,1.567265933367865,1.3332182435869186,
SoftFusionOnly,Fruit,27,1,1.432275287484736,1.2335124590802187,
SoftFusionOnly,Fruit,28,1,1.4673585536969134,0.8786932979972755,
SoftFusionOnly,Fruit,29,1,1.4622295869817974,0.8536373654283564,
SoftFusionOnly,Medical,0,1,1.382141187816453,0.985496862536324,
SoftFusionOnly,Medical,1,1,1.5822246640701074,1.006825554812811,
SoftFusionOnly,Medical,2,1,1.516200101229417,0.35176255306431337,
SoftFusionOnly,Medical,3,1,1.444918867819099,1.0161229177959497,
SoftFusionOnly,Medical,4,1,1.4489006659731494,0.9449628660684439,
SoftFusionOnly,Medical,5,1,1.346914329658064,0.6823229452768945,
SoftFusionOnly,Medical,6,1,1.5304259258535422,1.7050675178619388,
SoftFusionOnly,Medical,7,1,1.470591275554112,1.3843763948244396,
SoftFusionOnly,Medical,8,1,1.504341591961162,1.2783026730759581,
SoftFusionOnly,Medical,9,1,1.473011449358256,0.9465255932577417,
SoftFusionOnly,Medical,10,1,1.5445797067179747,1.057335429345102,
SoftFusionOnly,Medical,11,1,1.4806645551032387,0.9300682031128895,
SoftFusionOnly,Medical,12,1,1.4986809403614219,0.8898938452055292,
SoftFusionOnly,Medical,13,0,1.3260636017274032,1.0565561053954393,F3
SoftFusionOnly,Medical,14,1,1.377438150258005,0.963493464515468,
SoftFusionOnly,Medical,15,1,1.5028016355242044,1.05821903496347,
SoftFusionOnly,Medical,16,1,1.4383405346396618,0.9884171375884342,
SoftFusionOnly,Medical,17,0,1.458710426131705,1.1085493474183425,F3
SoftFusionOnly,Medical,18,1,1.5318298854678438,0.6594808833670252,
SoftFusionOnly,Medical,19,1,1.4401636306465428,1.246416012445013,
SoftFusionOnly,Medical,20,1,1.482473147603915,1.1824374309934886,
SoftFusionOnly,Medical,21,0,1.3733145802706725,1.2955293958709782,F1
SoftFusionOnly,Medical,22,1,1.5111083712728608,1.2981910931235732,
